show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s606,movie,stargirl,Julia Hart,"Grace VanderWaal, Graham Verchere, Giancarlo Esposito, Karan Brar, Darby Stanchfield, Maximiliano Hernandez",United States,2020-03-13,2020,PG,107 min,"Coming of Age, Drama, Musical",A coming-of-age story about a high schooler who finds himself drawn to the free-spirited new girl.,2020.0,3.0,Netflix
s744,movie,beauty and the beast: belle's magical world,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,2019-11-12,1998,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess.",2019.0,11.0,Netflix
s481,movie,diary of a wimpy kid: rodrick rules,David Bowers,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn",United States,2020-07-03,2011,PG,100 min,"Comedy, Family","In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town.",2020.0,7.0,Netflix
s679,movie,high school musical: the musical: the series: the special,Clayton Cogswell,"Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee",United States,2019-12-20,2019,TV-G,23 min,"Coming of Age, Documentary, Drama",An exclusive look into the making of High School Musical: The Musical: The Series.,2019.0,12.0,Netflix
s772,movie,camp rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",United States,2019-11-12,2008,TV-G,96 min,"Coming of Age, Music, Musical",Mitchie gets the chance to spend a summer at a prestigious music camp.,2019.0,11.0,Netflix
s883,movie,expedition mars: spirit & opportunity,Mark Davis,Bray Poor,United States,2019-11-12,2019,TV-PG,88 min,Documentary,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.",2019.0,11.0,Netflix
s1073,movie,"mickey, donald, goofy: the three musketeers",Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",United States,2019-11-12,2004,G,71 min,"Action-Adventure, Animation, Family",An animated version of the classic tale starring three Disney favorites.,2019.0,11.0,Netflix
s1273,movie,the emperor's new groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",United States,2019-11-12,2000,G,82 min,"Action-Adventure, Animation, Family",A selfish emperor learns a lesson in humility when he is turned into a llama.,2019.0,11.0,Netflix
s57,movie,rookie of the year,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton, Dan Hedaya, Eddie Bracken",United States,2021-10-22,1993,PG,104 min,"Comedy, Family, Sports","A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!",2021.0,10.0,Netflix
s531,movie,star wars: the rise of skywalker (episode ix),J.J. Abrams,"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,2020-05-04,2019,PG-13,142 min,"Action-Adventure, Family, Science Fiction",The landmark Skywalker saga comes to a conclusion.,2020.0,5.0,Netflix
s597,movie,the last song,Julie Robinson,"Miley Cyrus, Liam Hemsworth, Bobby Coleman, Nick Searcy, Kelly Preston, Greg Kinnear",United States,2020-04-01,2010,PG,109 min,"Coming of Age, Drama, Music",A rebellious daughter and her estranged father try to restore the loving relationship they once had.,2020.0,4.0,Netflix
s949,movie,"honey, we shrunk ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",United States,2019-11-12,1997,PG,76 min,"Action-Adventure, Comedy, Fantasy","This time, Wayne Szalinski's shrink machine is pointed at the parents!",2019.0,11.0,Netflix
s954,movie,how to build a better boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",United States,2019-11-12,2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction",Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,2019.0,11.0,Netflix
s1111,movie,once upon a mattress,Kathleen Marshall,"Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel, Michael Boatman, Edward Hibbert",United States,2019-11-12,2005,TV-PG,88 min,"Comedy, Family, Fantasy","""A fractured retelling of the classic """"The Princess and The Pea.""""""",2019.0,11.0,Netflix
s1355,movie,the vanishing prairie,James Algar,Winston Hibler,United States,2019-11-12,1954,G,71 min,"Animals & Nature, Documentary, Family",The story of the American prairie amidst the march of civilization.,2019.0,11.0,Netflix
s557,movie,jane goodall: the hope,"Elizabeth Leiter, Kimberly Woodard",Jane Goodall,United States,2020-04-22,2020,TV-14,89 min,"Biographical, Documentary",Jane Goodall continues her lifetime of activism by continuously spreading a message of hope.,2020.0,4.0,Netflix
s1109,movie,old yeller,Robert Stevenson,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors, Beverly Washburn, Tommy Kirk",United States,2019-11-12,1957,G,84 min,"Animals & Nature, Drama, Family",The quintessential film about a boy's love for his dog.,2019.0,11.0,Netflix
s1275,movie,the flood,Brad Bestelink,Angela Bassett,United States,2019-11-12,2018,TV-PG,93 min,"Animals & Nature, Documentary",The Okavango Delta in Botswana transforms from desert to water wonderland.,2019.0,11.0,Netflix
s306,movie,expedition everest,Katie Bauer Murdock,Tate Donovan,United States,2021-02-05,2020,TV-PG,45 min,"Animals & Nature, Documentary",Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.,2021.0,2.0,Netflix
s478,movie,x-men: days of future past,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult","United States, United Kingdom, Canada",2020-07-10,2014,PG-13,132 min,"Action-Adventure, Family, Science Fiction",Characters from the X-Men trilogy join their younger selves to change the past and save our future.,2020.0,7.0,Netflix
s582,movie,"lambert, the sheepish lion",Jack Hannah,Sterling Holloway,United States,2020-04-03,1952,TV-G,8 min,"Animation, Family",A mix-up finds a little lion cub in the care of a gentle flock of sheep.,2020.0,4.0,Netflix
s655,movie,cars toon: unidentified flying mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2020-01-01,2010,TV-Y7,4 min,"Animation, Comedy, Family",Mater and Lightning McQueen rescue a UFO named Mator.,2020.0,1.0,Netflix
s775,movie,candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States",2019-11-12,1978,G,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,2019.0,11.0,Netflix
s787,movie,casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,2019-11-12,1986,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,2019.0,11.0,Netflix
s997,movie,la luna,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",United States,2019-11-12,2012,G,7 min,"Animation, Coming of Age, Family",A peculiar story about a young boy coming of age.,2019.0,11.0,Netflix
s799,movie,confessions of a teenage drama queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States",2019-11-12,2004,PG,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,2019.0,11.0,Netflix
s1018,movie,life with mikey,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",United States,2019-11-12,1993,PG,92 min,"Buddy, Comedy, Coming of Age",An ex-child star struggling as an agent discovers a sassy new client.,2019.0,11.0,Netflix
s1043,movie,marvel studios' captain america: the winter soldier,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",United States,2019-11-12,2014,PG-13,138 min,"Action-Adventure, Science Fiction, Superhero",Captain America and Black Widow join forces against the Winter Soldier.,2019.0,11.0,Netflix
s22,movie,frozen fever,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Chris Williams",United States,2021-11-12,2015,G,11 min,"Animation, Family, Fantasy",Elsa wants to give Anna the best birthday party ever.,2021.0,11.0,Netflix
s330,movie,soul,Pete Docter,"""Jamie Foxx, Tina Fey, Angela Bassett, Ahmir-Khalib """"Questlove"""" Thompson", Phylicia Rashad,,United States,"December 25, 2020",2020,PG,107 min,,,Netflix
s704,movie,forky asks a question: what is art?,Bob Peterson,"Tony Hale, Robin Downes, Bob Peterson",United States,2019-11-22,2019,TV-G,7 min,"Animation, Comedy, Family",Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,2019.0,11.0,Netflix
s1267,movie,the christmas star,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North","Canada, United States",2019-11-12,1986,TV-G,94 min,"Crime, Drama, Family",A counterfeiter finds the true meaning of Christmas.,2019.0,11.0,Netflix
s1432,movie,brave little tailor,Bill Roberts,"Walt Disney, Marcelite Garner, Eddie Holden",United States,2019-10-01,1938,TV-PG,9 min,"Action-Adventure, Animation, Comedy","Mickey Mouse, a tailor, is appointed by the king to kill the giant.",2019.0,10.0,Netflix
s450,movie,black is king,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,United States,2020-07-31,2020,TV-14,86 min,"Dance, Music, Musical","""This visual album from Beyoncé reimagines lessons of """"The Lion King"""" for young kings and queens.""",2020.0,7.0,Netflix
s754,movie,blank check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",United States,2019-11-12,1994,PG,94 min,"Comedy, Family","An 11-year-old cashes a blank check for a million bucks, with wild results.",2019.0,11.0,Netflix
s875,movie,eddie's million dollar cook-off,Paul Hoen,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",United States,2019-11-12,2003,TV-G,86 min,"Comedy, Coming of Age, Sports",A baseball prodigy swings for the culinary fences in a cooking competition.,2019.0,11.0,Netflix
s938,movie,herbie goes to monte carlo,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",United States,2019-11-12,1977,G,105 min,"Action-Adventure, Comedy, Family",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,2019.0,11.0,Netflix
s1394,movie,twas the night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,2019-11-12,2001,TV-G,87 min,"Comedy, Crime, Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.,2019.0,11.0,Netflix
s195,movie,luca,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",United States,2021-06-18,2021,PG,101 min,"Animation, Buddy, Coming of Age","Join Luca, a young sea monster, as he experiences an unforgettable summer on the Italian Riviera.",2021.0,6.0,Netflix
s400,movie,hidden figures,Theodore Melfi,"Taraji Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst, Jim Parsons",United States,2020-09-25,2016,PG,128 min,"Biographical, Drama, Family",A story about three women at NASA who helped launch John Glenn into orbit.,2020.0,9.0,Netflix
s1163,movie,return to halloweentown,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",United States,2019-11-12,2006,TV-PG,89 min,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.,2019.0,11.0,Netflix
s314,movie,isle of dogs,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray","United States, Germany, United Kingdom",2021-01-15,2018,PG-13,102 min,"Action-Adventure, Animation, Comedy","Set in Japan, ISLE OF DOGS follows a boy's odyssey in search of his dog.",2021.0,1.0,Netflix
s740,movie,bambi ii,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,2019-11-12,2006,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince.",2019.0,11.0,Netflix
s999,movie,lady and the tramp,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",United States,2019-11-12,2019,PG,111 min,"Action-Adventure, Comedy, Family",A house dog and a stray embark on an adventure and come to understand the value of home.,2019.0,11.0,Netflix
s261,movie,island at the top of the world,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",United States,2021-04-02,1974,G,94 min,"Action-Adventure, Fantasy, Survival",A man commissions an airship and crew to search for his missing son.,2021.0,4.0,Netflix
s460,movie,surviving the mount st. helens disaster,Sophie Harris,Bill Ratner,United Kingdom,2020-07-31,2020,TV-PG,44 min,"Animals & Nature, Documentary",Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.,2020.0,7.0,Netflix
s539,movie,homeward bound ii: lost in san francisco,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",United States,2020-05-01,1996,G,90 min,"Action-Adventure, Animals & Nature, Family",Three lost pets must navigate through San Francisco to find their way home.,2020.0,5.0,Netflix
s780,movie,cars toon: air mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",United States,2019-11-12,2011,TV-G,5 min,"Animation, Comedy, Family",Mater’s decision to fly lands him at a big airshow.,2019.0,11.0,Netflix
s1238,movie,that darn cat,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",United States,2019-11-12,1997,PG,90 min,"Animals & Nature, Comedy, Family","A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",2019.0,11.0,Netflix
s438,movie,the greatest showman,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",United States,2020-08-14,2017,PG,106 min,"Biographical, Drama, Family",A bold and original musical celebrating the birth of show business and dreams coming to life.,2020.0,8.0,Netflix
s592,movie,the small one,Don Bluth,"Sean Marshall, William Woodson, Olan Soulé, Joe Higgins, Gordon Jump, Hal Smith",United States,2020-04-03,1978,TV-PG,25 min,"Animation, Family, Historical",A young boy discovers the true spirit of the Christmas season. See details for advisory.,2020.0,4.0,Netflix
s707,movie,forky asks a question: what is a friend?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,2019-11-15,2019,TV-G,6 min,"Animation, Comedy, Family",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.,2019.0,11.0,Netflix
s753,movie,bizarre dinosaurs,Jenny Kubo,Peter Cullen,United States,2019-11-12,2009,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?",2019.0,11.0,Netflix
s978,movie,johnny kapahala: back on board,Eric Bross,"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen",United States,2019-11-12,2007,TV-G,93 min,"Coming of Age, Drama, Sports","""Johnny returns to Hawaii and has to babysit his 12-year-old """"Uncle Chris.""""""",2019.0,11.0,Netflix
s1084,movie,miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States",2019-11-12,2004,PG,137 min,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.,2019.0,11.0,Netflix
s418,movie,d3: the mighty ducks,Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1996,PG,104 min,"Comedy, Coming of Age, Drama",The Mighty Ducks inherit a new coach and a new set of problems.,2020.0,9.0,Netflix
s1326,movie,the reluctant dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",United States,2019-11-12,1941,G,74 min,"Animation, Comedy, Family",Robert Benchley gives a behind-the-scenes look at how animation is created.,2019.0,11.0,Netflix
s307,movie,upside-down magic,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina","United States, Canada",2021-02-05,2020,TV-PG,97 min,"Coming of Age, Fantasy",Nory enters the Sage Academy for Magical Studies!,2021.0,2.0,Netflix
s609,movie,bedtime stories,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce",United States,2020-03-05,2008,PG,101 min,"Comedy, Family, Fantasy",A hotel handyman's bedtime stories go from fantasy to reality.,2020.0,3.0,Netflix
s890,movie,finding nemo,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney","United States, Australia",2019-11-12,2003,G,103 min,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,2019.0,11.0,Netflix
s952,movie,hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",United States,2019-11-12,2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age","Trying to right a wrong, Jay accidentally steals the principal's show dog.",2019.0,11.0,Netflix
s1296,movie,the lion king 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States",2019-11-12,2004,G,80 min,"Action-Adventure, Animation, Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,2019.0,11.0,Netflix
s1431,movie,blackbeard's ghost,Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid",United States,2019-10-01,1968,G,107 min,"Comedy, Family, Fantasy",A track coach inherits the mischievous ghost of famed pirate Blackbeard.,2019.0,10.0,Netflix
s751,movie,big hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,2019-11-12,2014,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.,2019.0,11.0,Netflix
s794,movie,cinderella ii: dreams come true,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,2019-11-12,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",2019.0,11.0,Netflix
s941,movie,high school musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",United States,2019-11-12,2006,TV-G,100 min,"Coming of Age, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.,2019.0,11.0,Netflix
s1067,movie,meet the deedles,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",United States,2019-11-12,1998,PG,94 min,"Buddy, Comedy",Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.,2019.0,11.0,Netflix
s1317,movie,the parent trap (1961),David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",United States,2019-11-12,1961,G,129 min,"Comedy, Family, Romance","Twins separated at birth reunite, then switch places to try and get their parents back together.",2019.0,11.0,Netflix
s1340,movie,the sound of music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,2019-11-12,1965,G,175 min,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,2019.0,11.0,Netflix
s628,movie,descendants 3,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",United States,2020-02-02,2019,TV-G,109 min,"Coming of Age, Fantasy, Musical",A barrier breach jeopardizes the safety of Auradon.,2020.0,2.0,Netflix
s711,movie,102 dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom",2019-11-12,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",2019.0,11.0,Netflix
s763,movie,breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,2019-11-12,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,2019.0,11.0,Netflix
s769,movie,burn-e,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,2019-11-12,2008,TV-G,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.,2019.0,11.0,Netflix
s858,movie,disneynature chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States",2019-11-12,2012,G,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,2019.0,11.0,Netflix
s945,movie,hocus pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",United States,2019-11-12,1993,PG,96 min,"Comedy, Family, Fantasy",Three 17th-century Salem witches are conjured up by unsuspecting children.,2019.0,11.0,Netflix
s1047,movie,marvel studios' guardians of the galaxy vol. 2,James Gunn,"Chris Pratt, Bradley Cooper, Vin Diesel, Pom Klementieff, Zoë Saldana, Dave Bautista",United States,2019-11-12,2017,PG-13,137 min,"Action-Adventure, Comedy, Science Fiction",The Guardians fight to keep their newfound family together as they discover Quill's parentage.,2019.0,11.0,Netflix
s364,movie,lego star wars holiday special,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",United States,2020-11-17,2020,TV-Y7-FV,48 min,"Action-Adventure, Animation, Comedy","On the festive Life Day, Rey and BB-8 embark on an epic adventure across Star Wars history.",2020.0,11.0,Netflix
s857,movie,disneynature born in china,Lu Chuan,John Krasinski,"United Kingdom, China, United States",2019-11-12,2017,G,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,2019.0,11.0,Netflix
s1022,movie,lilo & stitch 2: stitch has a glitch,"Tony Leondis, Michael LaBash","Christopher Sanders, Dakota Fanning, Tia Carrere, David Stiers, Kevin McDonald, Kunewa Mook",United States,2019-11-12,2005,PG,70 min,"Animation, Comedy, Dance",A glitch sends Stich out of control just before Lilo's big hula contest.,2019.0,11.0,Netflix
s1328,movie,the rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,2019-11-12,1977,G,78 min,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,2019.0,11.0,Netflix
s1369,movie,tim burton’s the nightmare before christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,2019-11-12,1993,PG,78 min,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,2019.0,11.0,Netflix
s788,movie,cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,2019-11-12,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,2019.0,11.0,Netflix
s893,movie,float,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",United States,2019-11-12,2019,PG,10 min,"Animation, Family, Fantasy","A father hides his unusual son, and then must face the consequences.",2019.0,11.0,Netflix
s1182,movie,sea of hope: america's underwater treasures,Robert Nixon,Max Kennedy,United States,2019-11-12,2017,TV-PG,47 min,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,2019.0,11.0,Netflix
s1274,movie,the even stevens movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,2019-11-12,2003,TV-G,94 min,"Action-Adventure, Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.,2019.0,11.0,Netflix
s1322,movie,the princess and the frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",United States,2019-11-12,2009,G,99 min,"Animation, Comedy, Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,2019.0,11.0,Netflix
s129,movie,eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","United States, United Kingdom, Hungary",2021-08-20,2006,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",2021.0,8.0,Netflix
s513,movie,percy jackson & the olympians: the lightning thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan","United Kingdom, Canada, United States",2020-06-05,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,2020.0,6.0,Netflix
s666,movie,holes,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,2020-01-01,2003,PG,119 min,"Coming of Age, Drama, Family",The Yelnats family curse lands young Stanley at Camp Green Lake.,2020.0,1.0,Netflix
s710,movie,101 dalmatians ii: patch's london adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,2019-11-12,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,2019.0,11.0,Netflix
s1377,movie,tom and huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,2019-11-12,1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,2019.0,11.0,Netflix
s486,movie,the mighty ducks,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",United States,2020-07-03,1992,PG,104 min,"Comedy, Drama, Sports",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.,2020.0,7.0,Netflix
s1077,movie,mickey's once upon a christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,2019-11-12,1999,TV-G,67 min,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.,2019.0,11.0,Netflix
s1120,movie,perri,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,United States,2019-11-12,1957,G,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,2019.0,11.0,Netflix
s716,movie,a kid in king arthur's court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom",2019-11-12,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,2019.0,11.0,Netflix
