show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s1084,movie,miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States",2019-11-12,2004,PG,137 min,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.,2019.0,11.0,Disney
s418,movie,d3: the mighty ducks,Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1996,PG,104 min,"Comedy, Coming of Age, Drama",The Mighty Ducks inherit a new coach and a new set of problems.,2020.0,9.0,Disney
s1326,movie,the reluctant dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",United States,2019-11-12,1941,G,74 min,"Animation, Comedy, Family",Robert Benchley gives a behind-the-scenes look at how animation is created.,2019.0,11.0,Disney
s307,movie,upside-down magic,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina","United States, Canada",2021-02-05,2020,TV-PG,97 min,"Coming of Age, Fantasy",Nory enters the Sage Academy for Magical Studies!,2021.0,2.0,Disney
s609,movie,bedtime stories,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce",United States,2020-03-05,2008,PG,101 min,"Comedy, Family, Fantasy",A hotel handyman's bedtime stories go from fantasy to reality.,2020.0,3.0,Disney
s890,movie,finding nemo,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney","United States, Australia",2019-11-12,2003,G,103 min,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,2019.0,11.0,Disney
s952,movie,hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",United States,2019-11-12,2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age","Trying to right a wrong, Jay accidentally steals the principal's show dog.",2019.0,11.0,Disney
s1296,movie,the lion king 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States",2019-11-12,2004,G,80 min,"Action-Adventure, Animation, Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,2019.0,11.0,Disney
s1431,movie,blackbeard's ghost,Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid",United States,2019-10-01,1968,G,107 min,"Comedy, Family, Fantasy",A track coach inherits the mischievous ghost of famed pirate Blackbeard.,2019.0,10.0,Disney
s751,movie,big hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,2019-11-12,2014,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.,2019.0,11.0,Disney
s794,movie,cinderella ii: dreams come true,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,2019-11-12,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",2019.0,11.0,Disney
s941,movie,high school musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",United States,2019-11-12,2006,TV-G,100 min,"Coming of Age, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.,2019.0,11.0,Disney
s1067,movie,meet the deedles,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",United States,2019-11-12,1998,PG,94 min,"Buddy, Comedy",Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.,2019.0,11.0,Disney
s1317,movie,the parent trap (1961),David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",United States,2019-11-12,1961,G,129 min,"Comedy, Family, Romance","Twins separated at birth reunite, then switch places to try and get their parents back together.",2019.0,11.0,Disney
s1340,movie,the sound of music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,2019-11-12,1965,G,175 min,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,2019.0,11.0,Disney
s628,movie,descendants 3,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",United States,2020-02-02,2019,TV-G,109 min,"Coming of Age, Fantasy, Musical",A barrier breach jeopardizes the safety of Auradon.,2020.0,2.0,Disney
s711,movie,102 dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom",2019-11-12,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",2019.0,11.0,Disney
s763,movie,breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,2019-11-12,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,2019.0,11.0,Disney
s769,movie,burn-e,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,2019-11-12,2008,TV-G,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.,2019.0,11.0,Disney
s858,movie,disneynature chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States",2019-11-12,2012,G,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,2019.0,11.0,Disney
s945,movie,hocus pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",United States,2019-11-12,1993,PG,96 min,"Comedy, Family, Fantasy",Three 17th-century Salem witches are conjured up by unsuspecting children.,2019.0,11.0,Disney
s1047,movie,marvel studios' guardians of the galaxy vol. 2,James Gunn,"Chris Pratt, Bradley Cooper, Vin Diesel, Pom Klementieff, Zoë Saldana, Dave Bautista",United States,2019-11-12,2017,PG-13,137 min,"Action-Adventure, Comedy, Science Fiction",The Guardians fight to keep their newfound family together as they discover Quill's parentage.,2019.0,11.0,Disney
s364,movie,lego star wars holiday special,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",United States,2020-11-17,2020,TV-Y7-FV,48 min,"Action-Adventure, Animation, Comedy","On the festive Life Day, Rey and BB-8 embark on an epic adventure across Star Wars history.",2020.0,11.0,Disney
s857,movie,disneynature born in china,Lu Chuan,John Krasinski,"United Kingdom, China, United States",2019-11-12,2017,G,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,2019.0,11.0,Disney
s1022,movie,lilo & stitch 2: stitch has a glitch,"Tony Leondis, Michael LaBash","Christopher Sanders, Dakota Fanning, Tia Carrere, David Stiers, Kevin McDonald, Kunewa Mook",United States,2019-11-12,2005,PG,70 min,"Animation, Comedy, Dance",A glitch sends Stich out of control just before Lilo's big hula contest.,2019.0,11.0,Disney
s1328,movie,the rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,2019-11-12,1977,G,78 min,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,2019.0,11.0,Disney
s1369,movie,tim burton’s the nightmare before christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,2019-11-12,1993,PG,78 min,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,2019.0,11.0,Disney
s788,movie,cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,2019-11-12,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,2019.0,11.0,Disney
s893,movie,float,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",United States,2019-11-12,2019,PG,10 min,"Animation, Family, Fantasy","A father hides his unusual son, and then must face the consequences.",2019.0,11.0,Disney
s1182,movie,sea of hope: america's underwater treasures,Robert Nixon,Max Kennedy,United States,2019-11-12,2017,TV-PG,47 min,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,2019.0,11.0,Disney
s1274,movie,the even stevens movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,2019-11-12,2003,TV-G,94 min,"Action-Adventure, Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.,2019.0,11.0,Disney
s1322,movie,the princess and the frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",United States,2019-11-12,2009,G,99 min,"Animation, Comedy, Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,2019.0,11.0,Disney
s129,movie,eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","United States, United Kingdom, Hungary",2021-08-20,2006,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",2021.0,8.0,Disney
s513,movie,percy jackson & the olympians: the lightning thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan","United Kingdom, Canada, United States",2020-06-05,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,2020.0,6.0,Disney
s666,movie,holes,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,2020-01-01,2003,PG,119 min,"Coming of Age, Drama, Family",The Yelnats family curse lands young Stanley at Camp Green Lake.,2020.0,1.0,Disney
s710,movie,101 dalmatians ii: patch's london adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,2019-11-12,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,2019.0,11.0,Disney
s1377,movie,tom and huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,2019-11-12,1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,2019.0,11.0,Disney
s486,movie,the mighty ducks,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",United States,2020-07-03,1992,PG,104 min,"Comedy, Drama, Sports",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.,2020.0,7.0,Disney
s1077,movie,mickey's once upon a christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,2019-11-12,1999,TV-G,67 min,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.,2019.0,11.0,Disney
s1120,movie,perri,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,United States,2019-11-12,1957,G,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,2019.0,11.0,Disney
s716,movie,a kid in king arthur's court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom",2019-11-12,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,2019.0,11.0,Disney
s958,movie,i'll be home for christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada",2019-11-12,1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!,2019.0,11.0,Disney
s961,movie,inner workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",United States,2019-11-12,2016,G,6 min,"Animation, Comedy, Family",The tug-of-war between Paul’s head and his heart.,2019.0,11.0,Disney
s1021,movie,lilo & stitch,"Christopher Sanders, Dean DeBlois","Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",United States,2019-11-12,2002,TV-PG,86 min,"Action-Adventure, Animation, Family",A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.,2019.0,11.0,Disney
s139,movie,beverly hills chihuahua 3: viva la fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",United States,2021-08-06,2012,G,92 min,"Comedy, Coming of Age, Family","""Papi plans a """"Quince"""" for the littlest member of his pack.""",2021.0,8.0,Disney
s1173,movie,ruby bridges,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,2019-11-12,1998,TV-PG,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,2019.0,11.0,Disney
s1333,movie,the santa clause 3: the escape clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada",2019-11-12,2006,G,94 min,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,2019.0,11.0,Disney
s32,movie,shang-chi and the legend of the ten rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley","United States, Australia",2021-11-12,2021,PG-13,134 min,"Action-Adventure, Fantasy, Superhero","Shang-Chi must confront his father, leader of the Ten Rings organization.",2021.0,11.0,Disney
s132,movie,x-men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",United States,2021-08-13,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",2021.0,8.0,Disney
s259,movie,ewoks: the battle for endor,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",United States,2021-04-02,1985,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction",The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.,2021.0,4.0,Disney
s645,movie,aladdin (2019),Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,2020-01-08,2019,PG,135 min,"Action-Adventure, Family, Fantasy",From Disney comes the thrilling live-action adaptation of Aladdin.,2020.0,1.0,Disney
s1065,movie,mary poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,2019-11-12,1964,G,142 min,"Family, Fantasy, Musical",A magical nanny reconnects a father and mother with their two children.,2019.0,11.0,Disney
s1302,movie,the living desert,James Algar,Winston Hibler,United States,2019-11-12,1953,G,69 min,"Animals & Nature, Documentary, Family",The desert teems with vitality in this true-life adventure.,2019.0,11.0,Disney
s325,movie,mega hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,United States,2021-01-01,2016,TV-PG,43 min,"Animals & Nature, Documentary",Dr. Neil Hammerschlag and his team are setting off on a quest to learn more the Great Hammerhead.,2021.0,1.0,Disney
s649,movie,cars toon: el materdor,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2020-01-01,2008,TV-G,4 min,"Animation, Comedy, Family",Mater is a famous bulldozer fighter in Spain.,2020.0,1.0,Disney
s1142,movie,pocahontas,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",United States,2019-11-12,1995,G,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,2019.0,11.0,Disney
s20,movie,enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",United States,2021-11-12,2007,PG,110 min,"Comedy, Family, Fantasy",An animated princess winds up in the real world of modern-day Manhattan.,2021.0,11.0,Disney
s661,movie,drain the ocean: wwii,Mike Slee,Russell Boulter,United States,2020-01-01,2016,TV-PG,44 min,"Documentary, Historical",New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.,2020.0,1.0,Disney
s366,movie,home alone 2: lost in new york,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Devin Ratray, Catherine O'Hara",United States,2020-11-13,1992,PG,121 min,"Comedy, Family",Kevin is home alone in NYC but won't be for long since the Wet Bandits are also in the Big Apple.,2020.0,11.0,Disney
s482,movie,hamilton,Thomas Kail,"Daveed Diggs, Renée Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Jones, Lin-Manuel Miranda",United States,2020-07-03,2020,PG-13,160 min,"Biographical, Historical, Musical",The filmed version of Broadway original “Hamilton” that soars in music and tale.,2020.0,7.0,Disney
s499,movie,the jungle book,Jon Favreau,"Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito","United Kingdom, United States",2020-06-19,2016,PG,108 min,"Action-Adventure, Coming of Age, Family",A man-cub who’s been raised by a family of wolves eludes a dangerous tiger.,2020.0,6.0,Disney
s538,movie,george of the jungle,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",United States,2020-05-01,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",2020.0,5.0,Disney
s1198,movie,smart house,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,2019-11-12,1999,TV-G,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,2019.0,11.0,Disney
s631,movie,lamp life,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",United States,2020-01-31,2020,TV-G,11 min,"Animation, Comedy, Family",Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.,2020.0,1.0,Disney
s691,movie,glory road,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,2019-12-01,2006,PG,119 min,"Biographical, Drama, Sports",The story of the first all African-American college basketball team.,2019.0,12.0,Disney
s974,movie,james and the giant peach,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss","United Kingdom, United States",2019-11-12,1996,PG,81 min,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.,2019.0,11.0,Disney
s1121,movie,pete's dragon,David Lowery,"Bryce Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Isiah Whitlock Jr.",United States,2019-11-12,2016,PG,106 min,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.,2019.0,11.0,Disney
s1160,movie,remember the titans,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",United States,2019-11-12,2000,PG,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,2019.0,11.0,Disney
s369,movie,petra: secrets of the ancient builders,"Thierry Fessard, Yohann Thiriet",Bert Morris,United Arab Emirates,2020-11-13,2019,TV-G,45 min,"Documentary, Historical","Discover the technical prowess behind Petra, a wonder in the middle of the desert.",2020.0,11.0,Disney
s577,movie,elephant,Mark Linfield,"Meghan,  The Duchess of Sussex",United States,2020-04-03,2020,G,89 min,"Animals & Nature, Documentary, Family",African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.,2020.0,4.0,Disney
s643,movie,loop,Erica Milsom,"Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom",United States,2020-01-10,2020,PG,12 min,"Animation, Family","Adrift on a lake, two kids with different ways of communicating attempt to connect.",2020.0,1.0,Disney
s1048,movie,marvel studios' iron man,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub","United States, Canada",2019-11-12,2008,PG-13,127 min,"Action-Adventure, Science Fiction, Superhero",Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.,2019.0,11.0,Disney
s360,movie,planes,Klay Hall,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher, Julia Louis-Dreyfus, Priyanka Chopra",United States,2020-11-20,2013,PG,94 min,"Action-Adventure, Animation, Comedy",A crop duster takes on the world’s fastest in the greatest air race ever.,2020.0,11.0,Disney
s745,movie,beauty and the beast: the enchanted christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States",2019-11-12,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,2019.0,11.0,Disney
s855,movie,disneynature african cats,Keith Scholey,Samuel Jackson,United States,2019-11-12,2011,G,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,2019.0,11.0,Disney
s856,movie,disneynature bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,2019-11-12,2014,G,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,2019.0,11.0,Disney
s1010,movie,lego star wars: the new yoda chronicles – duel of the skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,2019-11-12,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Luke Skywalker accidently opens a remaining holocron.,2019.0,11.0,Disney
s1253,movie,the band concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,2019-11-12,1935,TV-Y7,10 min,"Animation, Family, Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,2019.0,11.0,Disney
s1288,movie,the hunchback of notre dame ii,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,2019-11-12,2002,G,69 min,"Action-Adventure, Animation, Family",It's Quasimodo's turn to look past appearances when seeking true love.,2019.0,11.0,Disney
s1342,movie,the strongest man in the world,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,2019-11-12,1975,G,92 min,"Comedy, Family, Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.,2019.0,11.0,Disney
s1346,movie,the swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,2019-11-12,2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,2019.0,11.0,Disney
s1402,movie,wall-e,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",United States,2019-11-12,2008,G,99 min,"Action-Adventure, Animation, Family",Join robots WALL-E and EVE on a fantastic journey across the universe.,2019.0,11.0,Disney
s345,movie,anastasia,"Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters",United States,2020-12-04,1997,G,95 min,"Animation, Family, Fantasy","A girl heads to Paris to learn if she is the long lost princess, Anastasia.",2020.0,12.0,Disney
s490,movie,man in space,Ward Kimball,"Walt Disney, Dick Tufeld, Ward Kimball, Willy Ley, Dr. Heinz Haber, Dr. Wernher von Braun",United States,2020-06-26,1955,TV-PG,49 min,"Documentary, Family","From the TV series Disneyland, a look at the history of space travel. See details for advisory.",2020.0,6.0,Disney
s989,movie,kim possible,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",United States,2019-11-12,2019,TV-G,88 min,"Action-Adventure, Comedy, Coming of Age",Kim Possible and Ron Stoppable take on high school.,2019.0,11.0,Disney
s1015,movie,leroy & stitch,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",United States,2019-11-12,2006,G,76 min,"Action-Adventure, Animation, Comedy","Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.",2019.0,11.0,Disney
s1233,movie,tarzan & jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,2019-11-12,2002,TV-PG,78 min,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.,2019.0,11.0,Disney
s652,movie,cars toon: spinning,Jeremy Lasky,"Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr, Michael Wallis, Guido Quaroni",United States,2020-01-01,2013,TV-G,2 min,"Animation, Family",Guido discovers his talent as a sign spinner.,2020.0,1.0,Disney
s665,movie,hacksaw,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",United States,2020-01-01,1971,TV-PG,89 min,"Animals & Nature, Family, Sports",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.,2020.0,1.0,Disney
s291,movie,myth: a frozen tale,Jeff Gipson,Evan Rachel Wood,United States,2021-02-26,2021,TV-G,12 min,"Animation, Family, Fantasy",A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.,2021.0,2.0,Disney
s782,movie,cars toon: hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,2019-11-12,2013,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,2019.0,11.0,Disney
s346,movie,godmothered,Sharon Maguire,"June Squibb, Jillian Bell, Jane Curtin, Carlease Burke, Sonia Manzano, Erica Parks",United States,2020-12-04,2020,PG,113 min,"Comedy, Family, Fantasy",An inexperienced fairy godmother-in-training tries to prove that people still need fairy godmothers.,2020.0,12.0,Disney
s492,movie,marvel studios' avengers: infinity war,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle",United States,2020-06-26,2018,PG-13,152 min,"Action-Adventure, Fantasy, Science Fiction",The Avengers must be willing to sacrifice all to defeat Thanos.,2020.0,6.0,Disney
s802,movie,cow belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,TV-G,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,2019.0,11.0,Disney
